Ulasan,Tanggal_Ulasan,Label,lokasi,tokens,normalisasi,stopword
cukup mengesankan si masak api gk padam padam kan aneh gitu,4 tahun lalu,Positif,api tak kunjung padam,"['cukup', 'mengesankan', 'si', 'masak', 'api', 'gk', 'padam', 'padam', 'kan', 'aneh', 'gitu']","['cukup', 'mengesankan', 'si', 'masak', 'api', 'tidak', 'padam', 'padam', 'kan', 'aneh', 'begitu']","['cukup', 'mengesankan', 'si', 'masak', 'api', 'tidak', 'padam', 'padam', 'kan', 'aneh', 'begitu']"
panas tempat api hanya sekitar diameter saya kira luas,setahun lalu,Negatif,api tak kunjung padam,"['panas', 'tempat', 'api', 'hanya', 'sekitar', 'diameter', 'saya', 'kira', 'luas']","['panas', 'tempat', 'api', 'hanya', 'sekitar', 'diameter', 'saya', 'kira', 'luas']","['panas', 'tempat', 'api', 'hanya', 'sekitar', 'diameter', 'saya', 'kira', 'luas']"
tempat ini merupakan wisata alam terdapat api yang tidak padam dan bersumber dari gas alam,setahun lalu,Positif,api tak kunjung padam,"['tempat', 'ini', 'merupakan', 'wisata', 'alam', 'terdapat', 'api', 'yang', 'tidak', 'padam', 'dan', 'bersumber', 'dari', 'gas', 'alam']","['tempat', 'ini', 'merupakan', 'wisata', 'alam', 'terdapat', 'api', 'yang', 'tidak', 'padam', 'dan', 'bersumber', 'dari', 'gas', 'alam']","['tempat', 'ini', 'merupakan', 'wisata', 'alam', 'terdapat', 'api', 'yang', 'tidak', 'padam', 'dan', 'bersumber', 'dari', 'gas', 'alam']"
api yang tak pernah padam dari dulu,4 tahun lalu,Negatif,api tak kunjung padam,"['api', 'yang', 'tak', 'pernah', 'padam', 'dari', 'dulu']","['api', 'yang', 'tidak', 'pernah', 'padam', 'dari', 'dulu']","['api', 'yang', 'tidak', 'pernah', 'padam', 'dari', 'dulu']"
api abadi hanya ada dipamekasan madura api ini telah berpindah membakar pagar pembatas,4 tahun lalu,Negatif,api tak kunjung padam,"['api', 'abadi', 'hanya', 'ada', 'dipamekasan', 'madura', 'api', 'ini', 'telah', 'berpindah', 'membakar', 'pagar', 'pembatas']","['api', 'abadi', 'hanya', 'ada', 'dipamekasan', 'madura', 'api', 'ini', 'telah', 'berpindah', 'membakar', 'pagar', 'pembatas']","['api', 'abadi', 'hanya', 'ada', 'dipamekasan', 'madura', 'api', 'ini', 'telah', 'berpindah', 'membakar', 'pagar', 'pembatas']"
tempat wisata yg sangat menarik,3 tahun lalu,Positif,api tak kunjung padam,"['tempat', 'wisata', 'yg', 'sangat', 'menarik']","['tempat', 'wisata', 'yang', 'sangat', 'menarik']","['tempat', 'wisata', 'yang', 'sangat', 'menarik']"
salah satu wisata favorit api dr gas alami di pulau madura,3 tahun lalu,Negatif,api tak kunjung padam,"['salah', 'satu', 'wisata', 'favorit', 'api', 'dr', 'gas', 'alami', 'di', 'pulau', 'madura']","['salah', 'satu', 'wisata', 'favorit', 'api', 'dari', 'gas', 'alami', 'di', 'pulau', 'madura']","['salah', 'satu', 'wisata', 'favorit', 'api', 'dari', 'gas', 'alami', 'di', 'pulau', 'madura']"
langganan wisata keluarga saat ke pamekasan bakar jagung di api alam,setahun lalu,Positif,api tak kunjung padam,"['langganan', 'wisata', 'keluarga', 'saat', 'ke', 'pamekasan', 'bakar', 'jagung', 'di', 'api', 'alam']","['langganan', 'wisata', 'keluarga', 'saat', 'ke', 'pamekasan', 'bakar', 'jagung', 'di', 'api', 'alam']","['langganan', 'wisata', 'keluarga', 'saat', 'ke', 'pamekasan', 'bakar', 'jagung', 'di', 'api', 'alam']"
seharusnya ditingkatkan lagi fasilitas daya tarik pengunjung,setahun lalu,Positif,api tak kunjung padam,"['seharusnya', 'ditingkatkan', 'lagi', 'fasilitas', 'daya', 'tarik', 'pengunjung']","['seharusnya', 'ditingkatkan', 'lagi', 'fasilitas', 'daya', 'tarik', 'pengunjung']","['seharusnya', 'ditingkatkan', 'lagi', 'fasilitas', 'daya', 'tarik', 'pengunjung']"
bagus alami harga terjangkau,3 tahun lalu,Negatif,api tak kunjung padam,"['bagus', 'alami', 'harga', 'terjangkau']","['bagus', 'alami', 'harga', 'terjangkau']","['bagus', 'alami', 'harga', 'terjangkau']"
bagus sekali subhanallah apinya tak padam,2 tahun lalu,Negatif,api tak kunjung padam,"['bagus', 'sekali', 'subhanallah', 'apinya', 'tak', 'padam']","['bagus', 'sekali', 'subhanallah', 'apinya', 'tidak', 'padam']","['bagus', 'sekali', 'subhanallah', 'apinya', 'tidak', 'padam']"
karna apinya gak pernah padam walao kena hujan selebat apapun,3 tahun lalu,Negatif,api tak kunjung padam,"['karna', 'apinya', 'gak', 'pernah', 'padam', 'walao', 'kena', 'hujan', 'selebat', 'apapun']","['karena', 'apinya', 'tidak', 'pernah', 'padam', 'walao', 'kena', 'hujan', 'selebat', 'apapun']","['karena', 'apinya', 'tidak', 'pernah', 'padam', 'walao', 'kena', 'hujan', 'selebat', 'apapun']"
bagustempat wisata alam yang sangat menarik,setahun lalu,Positif,api tak kunjung padam,"['bagustempat', 'wisata', 'alam', 'yang', 'sangat', 'menarik']","['bagustempat', 'wisata', 'alam', 'yang', 'sangat', 'menarik']","['bagustempat', 'wisata', 'alam', 'yang', 'sangat', 'menarik']"
tempatnya kurang teratur lumayan kotor kurangnya perhatian oleh pemerintah setempat,3 tahun lalu,Negatif,api tak kunjung padam,"['tempatnya', 'kurang', 'teratur', 'lumayan', 'kotor', 'kurangnya', 'perhatian', 'oleh', 'pemerintah', 'setempat']","['tempatnya', 'kurang', 'teratur', 'lumayan', 'kotor', 'kurangnya', 'perhatian', 'oleh', 'pemerintah', 'setempat']","['tempatnya', 'kurang', 'teratur', 'lumayan', 'kotor', 'kurangnya', 'perhatian', 'oleh', 'pemerintah', 'setempat']"
dari saya kecil main kesini tapi apiy tetap saja tak kunjung padam,3 tahun lalu,Positif,api tak kunjung padam,"['dari', 'saya', 'kecil', 'main', 'kesini', 'tapi', 'apiy', 'tetap', 'saja', 'tak', 'kunjung', 'padam']","['dari', 'saya', 'kecil', 'main', 'kesini', 'tapi', 'apiy', 'tetap', 'saja', 'tidak', 'kunjung', 'padam']","['dari', 'saya', 'kecil', 'main', 'kesini', 'tapi', 'apiy', 'tetap', 'saja', 'tidak', 'kunjung', 'padam']"
kagum juga rupanya api pon pertama kali di ambil dari api tak kunjung padam ini pamekasan,2 tahun lalu,Positif,api tak kunjung padam,"['kagum', 'juga', 'rupanya', 'api', 'pon', 'pertama', 'kali', 'di', 'ambil', 'dari', 'api', 'tak', 'kunjung', 'padam', 'ini', 'pamekasan']","['kagum', 'juga', 'rupanya', 'api', 'pon', 'pertama', 'kali', 'di', 'ambil', 'dari', 'api', 'tidak', 'kunjung', 'padam', 'ini', 'pamekasan']","['kagum', 'juga', 'rupanya', 'api', 'pon', 'pertama', 'kali', 'di', 'ambil', 'dari', 'api', 'tidak', 'kunjung', 'padam', 'ini', 'pamekasan']"
tempat asyik dan ekonimis,4 tahun lalu,Negatif,api tak kunjung padam,"['tempat', 'asyik', 'dan', 'ekonimis']","['tempat', 'asyik', 'dan', 'ekonimis']","['tempat', 'asyik', 'dan', 'ekonimis']"
tak ada plakat penanda buat selfiperlu dikembangkan lagi,3 tahun lalu,Positif,api tak kunjung padam,"['tak', 'ada', 'plakat', 'penanda', 'buat', 'selfiperlu', 'dikembangkan', 'lagi']","['tidak', 'ada', 'plakat', 'penanda', 'buat', 'selfiperlu', 'dikembangkan', 'lagi']","['tidak', 'ada', 'plakat', 'penanda', 'buat', 'selfiperlu', 'dikembangkan', 'lagi']"
tempat nya bagus dan nyaman byk kuliner jg,2 tahun lalu,Positif,api tak kunjung padam,"['tempat', 'nya', 'bagus', 'dan', 'nyaman', 'byk', 'kuliner', 'jg']","['tempat', 'nya', 'bagus', 'dan', 'nyaman', 'banyak', 'kuliner', 'juga']","['tempat', 'nya', 'bagus', 'dan', 'nyaman', 'banyak', 'kuliner', 'juga']"
mantap sih bisa bakar jagung sendiri,4 tahun lalu,Positif,api tak kunjung padam,"['mantap', 'sih', 'bisa', 'bakar', 'jagung', 'sendiri']","['mantap', 'sih', 'bisa', 'bakar', 'jagung', 'sendiri']","['mantap', 'sih', 'bisa', 'bakar', 'jagung', 'sendiri']"
alhamdulillah mang menarik apinya gak bs padam asyiiikk,4 tahun lalu,Negatif,api tak kunjung padam,"['alhamdulillah', 'mang', 'menarik', 'apinya', 'gak', 'bs', 'padam', 'asyiiikk']","['alhamdulillah', 'mang', 'menarik', 'apinya', 'tidak', 'bisa', 'padam', 'asyiiikk']","['alhamdulillah', 'mang', 'menarik', 'apinya', 'tidak', 'bisa', 'padam', 'asyiiikk']"
ya saya suka dengan pelayanan rest areanya,3 tahun lalu,Positif,api tak kunjung padam,"['ya', 'saya', 'suka', 'dengan', 'pelayanan', 'rest', 'areanya']","['iya', 'saya', 'suka', 'dengan', 'pelayanan', 'rest', 'areanya']","['iya', 'saya', 'suka', 'dengan', 'pelayanan', 'rest', 'areanya']"
masyarakat sekitar nya ramah dalam menawarkan dagangan nya,setahun lalu,Positif,api tak kunjung padam,"['masyarakat', 'sekitar', 'nya', 'ramah', 'dalam', 'menawarkan', 'dagangan', 'nya']","['masyarakat', 'sekitar', 'nya', 'ramah', 'dalam', 'menawarkan', 'dagangan', 'nya']","['masyarakat', 'sekitar', 'nya', 'ramah', 'dalam', 'menawarkan', 'dagangan', 'nya']"
masih ada aja masyarakat yg jemur pakaian di pagar api abadi,4 tahun lalu,Positif,api tak kunjung padam,"['masih', 'ada', 'aja', 'masyarakat', 'yg', 'jemur', 'pakaian', 'di', 'pagar', 'api', 'abadi']","['masih', 'ada', 'saja', 'masyarakat', 'yang', 'jemur', 'pakaian', 'di', 'pagar', 'api', 'abadi']","['masih', 'ada', 'saja', 'masyarakat', 'yang', 'jemur', 'pakaian', 'di', 'pagar', 'api', 'abadi']"
nice view lengkap dan murah meriah,setahun lalu,Positif,api tak kunjung padam,"['nice', 'view', 'lengkap', 'dan', 'murah', 'meriah']","['bagus', 'view', 'lengkap', 'dan', 'murah', 'meriah']","['bagus', 'view', 'lengkap', 'dan', 'murah', 'meriah']"
salah satu bentuk kekuasaan allah,2 tahun lalu,Negatif,api tak kunjung padam,"['salah', 'satu', 'bentuk', 'kekuasaan', 'allah']","['salah', 'satu', 'bentuk', 'kekuasaan', 'allah']","['salah', 'satu', 'bentuk', 'kekuasaan', 'allah']"
bagus tempat nya,4 tahun lalu,Negatif,api tak kunjung padam,"['bagus', 'tempat', 'nya']","['bagus', 'tempat', 'nya']","['bagus', 'tempat', 'nya']"
dapat dijadikan tempat wisata edukasi alam,3 tahun lalu,Positif,api tak kunjung padam,"['dapat', 'dijadikan', 'tempat', 'wisata', 'edukasi', 'alam']","['dapat', 'dijadikan', 'tempat', 'wisata', 'edukasi', 'alam']","['dapat', 'dijadikan', 'tempat', 'wisata', 'edukasi', 'alam']"
tempatnya nyaman warga setempat sangat bersahabat,11 bulan lalu,Positif,api tak kunjung padam,"['tempatnya', 'nyaman', 'warga', 'setempat', 'sangat', 'bersahabat']","['tempatnya', 'nyaman', 'warga', 'setempat', 'sangat', 'bersahabat']","['tempatnya', 'nyaman', 'warga', 'setempat', 'sangat', 'bersahabat']"
bagus indah romantis,3 tahun lalu,Positif,api tak kunjung padam,"['bagus', 'indah', 'romantis']","['bagus', 'indah', 'romantis']","['bagus', 'indah', 'romantis']"
mau masuk disuruh bayar iuran per orang,3 tahun lalu,Negatif,api tak kunjung padam,"['mau', 'masuk', 'disuruh', 'bayar', 'iuran', 'per', 'orang']","['mau', 'masuk', 'disuruh', 'bayar', 'iuran', 'per', 'orang']","['mau', 'masuk', 'disuruh', 'bayar', 'iuran', 'per', 'orang']"
sangat baik sekali krn bs tau api yg alami,6 bulan lalu,Positif,api tak kunjung padam,"['sangat', 'baik', 'sekali', 'krn', 'bs', 'tau', 'api', 'yg', 'alami']","['sangat', 'baik', 'sekali', 'karena', 'bisa', 'tahu', 'api', 'yang', 'alami']","['sangat', 'baik', 'sekali', 'karena', 'bisa', 'tahu', 'api', 'yang', 'alami']"
unik dan menarik sambil menikmati indahnya ciptaan tuhan,4 tahun lalu,Positif,api tak kunjung padam,"['unik', 'dan', 'menarik', 'sambil', 'menikmati', 'indahnya', 'ciptaan', 'tuhan']","['unik', 'dan', 'menarik', 'sambil', 'menikmati', 'indahnya', 'ciptaan', 'tuhan']","['unik', 'dan', 'menarik', 'sambil', 'menikmati', 'indahnya', 'ciptaan', 'tuhan']"
kurang dikelola dengan baik jadi kesannya kumuh,3 tahun lalu,Negatif,api tak kunjung padam,"['kurang', 'dikelola', 'dengan', 'baik', 'jadi', 'kesannya', 'kumuh']","['kurang', 'dikelola', 'dengan', 'baik', 'jadi', 'kesannya', 'kumuh']","['kurang', 'dikelola', 'dengan', 'baik', 'jadi', 'kesannya', 'kumuh']"
api alami cocok buat bakar jagung,11 bulan lalu,Positif,api tak kunjung padam,"['api', 'alami', 'cocok', 'buat', 'bakar', 'jagung']","['api', 'alami', 'cocok', 'buat', 'bakar', 'jagung']","['api', 'alami', 'cocok', 'buat', 'bakar', 'jagung']"
beneran ada apinya,3 bulan lalu,Negatif,api tak kunjung padam,"['beneran', 'ada', 'apinya']","['beneran', 'ada', 'apinya']","['beneran', 'ada', 'apinya']"
pengelolaan blm maksimal tumpang tindih tiket nya,setahun lalu,Negatif,api tak kunjung padam,"['pengelolaan', 'blm', 'maksimal', 'tumpang', 'tindih', 'tiket', 'nya']","['pengelolaan', 'belum', 'maksimal', 'tumpang', 'tindih', 'tiket', 'nya']","['pengelolaan', 'belum', 'maksimal', 'tumpang', 'tindih', 'tiket', 'nya']"
panas banget,4 tahun lalu,Negatif,api tak kunjung padam,"['panas', 'banget']","['panas', 'banget']","['panas', 'banget']"
salah satu bukti fenomena alamsenantiasa bersyukur,4 tahun lalu,Negatif,api tak kunjung padam,"['salah', 'satu', 'bukti', 'fenomena', 'alamsenantiasa', 'bersyukur']","['salah', 'satu', 'bukti', 'fenomena', 'alamsenantiasa', 'bersyukur']","['salah', 'satu', 'bukti', 'fenomena', 'alamsenantiasa', 'bersyukur']"
masyarakat sekitar sangat ramah,5 bulan lalu,Negatif,api tak kunjung padam,"['masyarakat', 'sekitar', 'sangat', 'ramah']","['masyarakat', 'sekitar', 'sangat', 'ramah']","['masyarakat', 'sekitar', 'sangat', 'ramah']"
kalau malam suananya asik sambil makan jagung bakar,2 tahun lalu,Positif,api tak kunjung padam,"['kalau', 'malam', 'suananya', 'asik', 'sambil', 'makan', 'jagung', 'bakar']","['kalau', 'malam', 'suananya', 'asik', 'sambil', 'makan', 'jagung', 'bakar']","['kalau', 'malam', 'suananya', 'asik', 'sambil', 'makan', 'jagung', 'bakar']"
sungguh kekuasaan allah swt,11 bulan lalu,Positif,api tak kunjung padam,"['sungguh', 'kekuasaan', 'allah', 'swt']","['sungguh', 'kekuasaan', 'allah', 'swt']","['sungguh', 'kekuasaan', 'allah', 'swt']"
krn kita bisa menikmati ciptakan allah stw,4 tahun lalu,Positif,api tak kunjung padam,"['krn', 'kita', 'bisa', 'menikmati', 'ciptakan', 'allah', 'stw']","['karena', 'kita', 'bisa', 'menikmati', 'ciptakan', 'allah', 'stw']","['karena', 'kita', 'bisa', 'menikmati', 'ciptakan', 'allah', 'stw']"
banyak orang yg ingin berkunjung kesini,4 tahun lalu,Negatif,api tak kunjung padam,"['banyak', 'orang', 'yg', 'ingin', 'berkunjung', 'kesini']","['banyak', 'orang', 'yang', 'ingin', 'berkunjung', 'kesini']","['banyak', 'orang', 'yang', 'ingin', 'berkunjung', 'kesini']"
enak buat santai sambil bakar bakar sama temen temen,3 tahun lalu,Positif,api tak kunjung padam,"['enak', 'buat', 'santai', 'sambil', 'bakar', 'bakar', 'sama', 'temen', 'temen']","['enak', 'buat', 'santai', 'sambil', 'bakar', 'bakar', 'sama', 'teman', 'teman']","['enak', 'buat', 'santai', 'sambil', 'bakar', 'bakar', 'sama', 'teman', 'teman']"
unik dan menarik jika dilihat waktu malam hari,3 tahun lalu,Positif,api tak kunjung padam,"['unik', 'dan', 'menarik', 'jika', 'dilihat', 'waktu', 'malam', 'hari']","['unik', 'dan', 'menarik', 'jika', 'dilihat', 'waktu', 'malam', 'hari']","['unik', 'dan', 'menarik', 'jika', 'dilihat', 'waktu', 'malam', 'hari']"
tempat belanja oleh lumayan murah,setahun lalu,Positif,api tak kunjung padam,"['tempat', 'belanja', 'oleh', 'lumayan', 'murah']","['tempat', 'belanja', 'oleh', 'lumayan', 'murah']","['tempat', 'belanja', 'oleh', 'lumayan', 'murah']"
bgus bisa lihat ke ajaiban alam trus bisa beli sofener,2 tahun lalu,Positif,api tak kunjung padam,"['bgus', 'bisa', 'lihat', 'ke', 'ajaiban', 'alam', 'trus', 'bisa', 'beli', 'sofener']","['bgus', 'bisa', 'lihat', 'ke', 'ajaiban', 'alam', 'terus', 'bisa', 'beli', 'sofener']","['bgus', 'bisa', 'lihat', 'ke', 'ajaiban', 'alam', 'terus', 'bisa', 'beli', 'sofener']"
wisata alam lain daripada yang lain tanahnya di korek korek keluar apinya,4 tahun lalu,Positif,api tak kunjung padam,"['wisata', 'alam', 'lain', 'daripada', 'yang', 'lain', 'tanahnya', 'di', 'korek', 'korek', 'keluar', 'apinya']","['wisata', 'alam', 'lain', 'daripada', 'yang', 'lain', 'tanahnya', 'di', 'korek', 'korek', 'keluar', 'apinya']","['wisata', 'alam', 'lain', 'daripada', 'yang', 'lain', 'tanahnya', 'di', 'korek', 'korek', 'keluar', 'apinya']"
di indonesia terdapat banyak keunikan diantaranya api abadi di madura,4 tahun lalu,Positif,api tak kunjung padam,"['di', 'indonesia', 'terdapat', 'banyak', 'keunikan', 'diantaranya', 'api', 'abadi', 'di', 'madura']","['di', 'indonesia', 'terdapat', 'banyak', 'keunikan', 'diantaranya', 'api', 'abadi', 'di', 'madura']","['di', 'indonesia', 'terdapat', 'banyak', 'keunikan', 'diantaranya', 'api', 'abadi', 'di', 'madura']"
sudah tak menarik para penjual juga sepiiii,2 tahun lalu,Negatif,api tak kunjung padam,"['sudah', 'tak', 'menarik', 'para', 'penjual', 'juga', 'sepiiii']","['sudah', 'tidak', 'menarik', 'para', 'penjual', 'juga', 'sepiiii']","['sudah', 'tidak', 'menarik', 'para', 'penjual', 'juga', 'sepiiii']"
tempatnya bagus dan cocok untuk dikunjungi para wisatawan,setahun lalu,Negatif,api tak kunjung padam,"['tempatnya', 'bagus', 'dan', 'cocok', 'untuk', 'dikunjungi', 'para', 'wisatawan']","['tempatnya', 'bagus', 'dan', 'cocok', 'untuk', 'dikunjungi', 'para', 'wisatawan']","['tempatnya', 'bagus', 'dan', 'cocok', 'untuk', 'dikunjungi', 'para', 'wisatawan']"
menyenangkan,setahun lalu,Positif,api tak kunjung padam,['menyenangkan'],['menyenangkan'],['menyenangkan']
api yang tak akan padam,3 tahun lalu,Negatif,api tak kunjung padam,"['api', 'yang', 'tak', 'akan', 'padam']","['api', 'yang', 'tidak', 'akan', 'padam']","['api', 'yang', 'tidak', 'akan', 'padam']"
legend banget ini desa yah enak banget berwisata di sini,4 tahun lalu,Positif,api tak kunjung padam,"['legend', 'banget', 'ini', 'desa', 'yah', 'enak', 'banget', 'berwisata', 'di', 'sini']","['legend', 'banget', 'ini', 'desa', 'yah', 'enak', 'banget', 'berwisata', 'di', 'sini']","['legend', 'banget', 'ini', 'desa', 'yah', 'enak', 'banget', 'berwisata', 'di', 'sini']"
lokasi mudah jangkau tempat parkir luas,2 tahun lalu,Positif,api tak kunjung padam,"['lokasi', 'mudah', 'jangkau', 'tempat', 'parkir', 'luas']","['lokasi', 'mudah', 'jangkau', 'tempat', 'parkir', 'luas']","['lokasi', 'mudah', 'jangkau', 'tempat', 'parkir', 'luas']"
wisata yg aneh tapi nyata api tak kunjung padam,4 tahun lalu,Positif,api tak kunjung padam,"['wisata', 'yg', 'aneh', 'tapi', 'nyata', 'api', 'tak', 'kunjung', 'padam']","['wisata', 'yang', 'aneh', 'tapi', 'nyata', 'api', 'tidak', 'kunjung', 'padam']","['wisata', 'yang', 'aneh', 'tapi', 'nyata', 'api', 'tidak', 'kunjung', 'padam']"
sangat ramai sekali tiap malam minggu,2 tahun lalu,Negatif,api tak kunjung padam,"['sangat', 'ramai', 'sekali', 'tiap', 'malam', 'minggu']","['sangat', 'ramai', 'sekali', 'tiap', 'malam', 'minggu']","['sangat', 'ramai', 'sekali', 'tiap', 'malam', 'minggu']"
sangat menyenangkan,3 tahun lalu,Positif,api tak kunjung padam,"['sangat', 'menyenangkan']","['sangat', 'menyenangkan']","['sangat', 'menyenangkan']"
biasa aja kotor dan ga menarik,11 bulan lalu,Negatif,api tak kunjung padam,"['biasa', 'aja', 'kotor', 'dan', 'ga', 'menarik']","['biasa', 'saja', 'kotor', 'dan', 'tidak', 'menarik']","['biasa', 'saja', 'kotor', 'dan', 'tidak', 'menarik']"
tempat bagus untuk wisata unik dan wisata khas pamekasan,4 tahun lalu,Positif,api tak kunjung padam,"['tempat', 'bagus', 'untuk', 'wisata', 'unik', 'dan', 'wisata', 'khas', 'pamekasan']","['tempat', 'bagus', 'untuk', 'wisata', 'unik', 'dan', 'wisata', 'khas', 'pamekasan']","['tempat', 'bagus', 'untuk', 'wisata', 'unik', 'dan', 'wisata', 'khas', 'pamekasan']"
lumayanlah tapi orang nya di sana kebanyakan narikin karcis,3 tahun lalu,Negatif,api tak kunjung padam,"['lumayanlah', 'tapi', 'orang', 'nya', 'di', 'sana', 'kebanyakan', 'narikin', 'karcis']","['lumayanlah', 'tapi', 'orang', 'nya', 'di', 'sana', 'kebanyakan', 'narikin', 'karcis']","['lumayanlah', 'tapi', 'orang', 'nya', 'di', 'sana', 'kebanyakan', 'narikin', 'karcis']"
wisata madura yang harus anda kunjungi,2 tahun lalu,Negatif,api tak kunjung padam,"['wisata', 'madura', 'yang', 'harus', 'anda', 'kunjungi']","['wisata', 'madura', 'yang', 'harus', 'anda', 'kunjungi']","['wisata', 'madura', 'yang', 'harus', 'anda', 'kunjungi']"
tempat nonton film yg nyaman dan santai,3 tahun lalu,Positif,api tak kunjung padam,"['tempat', 'nonton', 'film', 'yg', 'nyaman', 'dan', 'santai']","['tempat', 'nonton', 'film', 'yang', 'nyaman', 'dan', 'santai']","['tempat', 'nonton', 'film', 'yang', 'nyaman', 'dan', 'santai']"
nyamn di buat santai bisa untuk wisata dan baka bakar,11 bulan lalu,Positif,api tak kunjung padam,"['nyamn', 'di', 'buat', 'santai', 'bisa', 'untuk', 'wisata', 'dan', 'baka', 'bakar']","['nyamn', 'di', 'buat', 'santai', 'bisa', 'untuk', 'wisata', 'dan', 'baka', 'bakar']","['nyamn', 'di', 'buat', 'santai', 'bisa', 'untuk', 'wisata', 'dan', 'baka', 'bakar']"
alhamdulillah akhirnya nyampek dan bisa istirahat di tempat ini,3 tahun lalu,Positif,api tak kunjung padam,"['alhamdulillah', 'akhirnya', 'nyampek', 'dan', 'bisa', 'istirahat', 'di', 'tempat', 'ini']","['alhamdulillah', 'akhirnya', 'nyampek', 'dan', 'bisa', 'istirahat', 'di', 'tempat', 'ini']","['alhamdulillah', 'akhirnya', 'nyampek', 'dan', 'bisa', 'istirahat', 'di', 'tempat', 'ini']"
salah satu tempat wisata di madura,3 tahun lalu,Positif,api tak kunjung padam,"['salah', 'satu', 'tempat', 'wisata', 'di', 'madura']","['salah', 'satu', 'tempat', 'wisata', 'di', 'madura']","['salah', 'satu', 'tempat', 'wisata', 'di', 'madura']"
lumayan memuaskan,4 tahun lalu,Positif,api tak kunjung padam,"['lumayan', 'memuaskan']","['lumayan', 'memuaskan']","['lumayan', 'memuaskan']"
semakin bagus kalau datang malam hari,setahun lalu,Positif,api tak kunjung padam,"['semakin', 'bagus', 'kalau', 'datang', 'malam', 'hari']","['semakin', 'bagus', 'kalau', 'datang', 'malam', 'hari']","['semakin', 'bagus', 'kalau', 'datang', 'malam', 'hari']"
